ingredient_a,ingredient_b,severity,mechanism,advice,min_interval_hours,source
바데나필,이소소르비드이질산염,5,혈압강하작용 증가,,,식약처 DUR 병용금기
미로데나필,이소소르비드이질산염,5,혈압강하작용 증가,,,식약처 DUR 병용금기
아바나필,이소소르비드이질산염,5,혈압강하작용 증가,,,식약처 DUR 병용금기
듀테트라베나진,발베나진,5,두 약제는 동일 계열,,,식약처 DUR 병용금기
실데나필,이소소르비드일질산염,5,혈관확장작용 증가로 저혈압 효과 상승,,,식약처 DUR 병용금기
이소소르비드일질산염,타다라필,5,혈압강하작용 증가,,,식약처 DUR 병용금기
유데나필,이소소르비드일질산염,5,혈압강하작용 증가,,,식약처 DUR 병용금기
바데나필,이소소르비드일질산염,5,혈압강하작용 증가,,,식약처 DUR 병용금기
미로데나필,이소소르비드일질산염,5,혈압강하작용 증가,,,식약처 DUR 병용금기
아바나필,이소소르비드일질산염,5,혈압강하작용 증가,,,식약처 DUR 병용금기
아타자나비르,에스판토프라졸,5,아타자나비르의 혈중농도 감소,,,식약처 DUR 병용금기
클래리트로마이신,피네레논,5,Finerenone 혈중농도의 현저한 증가가 예상됨,,,식약처 DUR 병용금기
이트라코나졸,피네레논,5,"Finerenone의 혈중농도 증가, 치료 효과 및 이상반응 연장이 일어날 수 있음. Itraconazole 투여 중 및 종료 후 2주 간 해당 성분 금기.",,,식약처 DUR 병용금기
리토나비르,피네레논,5,Finerenone 혈중농도의 현저한 증가가 예상됨.,,,식약처 DUR 병용금기
코비시스타트,피네레논,5,Finerenone 혈중농도의 현저한 증가가 예상됨.,,,식약처 DUR 병용금기
페노바르비탈,피네레논,5,Finerenone 혈중농도의 현저한 감소 및 치료효과 감소가 예상됨.,,,식약처 DUR 병용금기
카르바마제핀,피네레논,5,Finerenone 혈중농도의 현저한 감소 및 치료효과 감소가 예상됨.,,,식약처 DUR 병용금기
페니토인,피네레논,5,Finerenone 혈중농도의 현저한 감소 및 치료효과 감소가 예상됨.,,,식약처 DUR 병용금기
세인트존스워트,피네레논,5,Finerenone 혈중농도의 현저한 감소 및 치료효과 감소가 예상됨.,,,식약처 DUR 병용금기
리팜피신,피네레논,5,Finerenone 혈중농도의 현저한 감소 및 치료효과 감소가 예상됨.,,,식약처 DUR 병용금기
리팜피신,포스네투피탄트,5,Fosnetupitant의 혈중농도가 감소하여 약효가 감소할 수 있음.,,,식약처 DUR 병용금기
페니토인,페드라티닙,5,Fedratinib의 혈중농도를 감소시킬 수 있음.,,,식약처 DUR 병용금기
리팜피신,페드라티닙,5,Fedratinib의 혈중농도를 감소시킬 수 있음.,,,식약처 DUR 병용금기
롤라티닙,카르바마제핀,5,Lorlatinib의 혈중농도를 감소시킬 수 있음.,,,식약처 DUR 병용금기
롤라티닙,페니토인,5,Lorlatinib의 혈중농도를 감소시킬 수 있음.,,,식약처 DUR 병용금기
롤라티닙,세인트존스워트,5,Lorlatinib의 혈중농도를 감소시킬 수 있음.,,,식약처 DUR 병용금기
롤라티닙,엔잘루타마이드,5,Lorlatinib의 혈중농도를 감소시킬 수 있음.,,,식약처 DUR 병용금기
롤라티닙,미토테인,5,Lorlatinib의 혈중농도를 감소시킬 수 있음.,,,식약처 DUR 병용금기
롤라티닙,리팜피신,5,-Lorlatinib의 혈중농도를 감소시킬 수 있음. -총 빌리루빈과 알칼리인산분해효소의 증가 없이 AST와 ALT 의 증가와 연관 있음.,,,식약처 DUR 병용금기
롤라티닙,피모짓,5,Pimozide의 혈중농도가 감소될 수 있음.,,,식약처 DUR 병용금기
롤라티닙,사이클로스포린,5,Cyclosporine의 혈중농도가 감소될 수 있음.,,,식약처 DUR 병용금기
롤라티닙,시롤리무스,5,Sirolimus의 혈중농도가 감소될 수 있음.,,,식약처 DUR 병용금기
롤라티닙,타크로리무스,5,Tacrolimus의 혈중농도가 감소될 수 있음.,,,식약처 DUR 병용금기
롤라티닙,알펜타닐,5,Alfentanil의 혈중농도가 감소될 수 있음.,,,식약처 DUR 병용금기
롤라티닙,펜타닐,5,Fentanyl의 혈중농도가 감소될 수 있음.,,,식약처 DUR 병용금기
카보테그라비르,페노바르비탈,5,Cabotegravir의 혈중농도를 감소시켜 치료 효과를 감소시킬 수 있음.,,,식약처 DUR 병용금기
카르바마제핀,카보테그라비르,5,Cabotegravir의 혈중농도를 감소시켜 치료 효과를 감소시킬 수 있음.,,,식약처 DUR 병용금기
옥스카르바제핀,카보테그라비르,5,Cabotegravir의 혈중농도를 감소시켜 치료 효과를 감소시킬 수 있음.,,,식약처 DUR 병용금기
카보테그라비르,페니토인,5,Cabotegravir의 혈중농도를 감소시켜 치료 효과를 감소시킬 수 있음.,,,식약처 DUR 병용금기
리팜피신,카보테그라비르,5,Cabotegravir의 혈중농도를 감소시켜 치료 효과를 감소시킬 수 있음.,,,식약처 DUR 병용금기
보리코나졸,이바브라딘,5,- QTc 연장과 매우 드물게 torsade de pointes 가능,,,식약처 DUR 병용금기
보리코나졸,톨밥탄,5,- Tolvaptan의 혈장 농도 증가 가능,,,식약처 DUR 병용금기
베네토클락스,보리코나졸,5,- Venetoclax의 혈장 농도 및 종양용해증후군 위험 증가 가능,,,식약처 DUR 병용금기
리토나비르,보리코나졸,5,- Voriconazole의 혈장 농도를 감소시켜 항진균 효과를 상실시킬 수 있음,,,식약처 DUR 병용금기
아픽사반,이트라코나졸,5,- Apixaban 관련 약물이상반응 발생 위험이 증가함,,,식약처 DUR 병용금기
에독사반,이트라코나졸,5,- Edoxaban 관련 약물이상반응 발생 위험이 증가함,,,식약처 DUR 병용금기
엘리글루스타트,이트라코나졸,5,"- PR, QTc 및/또는 QRS 심전도 간격 연장, 심부정맥 같은 Eliglustat 관련 약물이상반응 발생 위험이 증가함",,,식약처 DUR 병용금기
베네토클락스,이트라코나졸,5,- 병용 시 이 약의 노출이 증가하여 TLS를 포함한 독성 위험 증가 가능,,,식약처 DUR 병용금기
라사길린,시프로헵타딘,5,MAO 저해제의 효과를 증가시킬 수 있음,,,식약처 DUR 병용금기
셀레길린염산염,시프로헵타딘,5,MAO 저해제의 효과를 증가시킬 수 있음,,,식약처 DUR 병용금기
사이클로스포린,필고티닙,5,면역억제 효과 증가,,,식약처 DUR 병용금기
타크로리무스,필고티닙,5,면역억제 효과 증가,,,식약처 DUR 병용금기
사이클로스포린,토파시티닙,5,면역억제 효과 증가,,,식약처 DUR 병용금기
타크로리무스,토파시티닙,5,면역억제 효과 증가,,,식약처 DUR 병용금기
아자티오프린,토파시티닙,5,면역억제 효과 증가,,,식약처 DUR 병용금기
레보도파,메토클로프라미드,5,레보도파의 효과 감소,,,식약처 DUR 병용금기
니르마트렐비르,실데나필,5,"- Sildenafil의 혈중농도를 증가시킬 수 있음 - 시각이상, 저혈압, 발기시간 지연 및 실신을 포함한 Sildenafil 관련 이상반응의 가능성",,,식약처 DUR 병용금기
니르마트렐비르,에르고타민,5,- 기타 조직의 혈관 경련 및 허혈을 특징으로 하는 급성 맥각 독성의 잠재적인 가능성(사지 및 중추신경계 포함),,,식약처 DUR 병용금기
니르마트렐비르,세인트존스워트,5,- 바이러스 반응의 손실 및 내성 발현의 잠재적인 가능성,,,식약처 DUR 병용금기
니르마트렐비르,리팜피신,5,- 바이러스 반응의 손실 및 내성 발현의 잠재적인 가능성,,,식약처 DUR 병용금기
니르마트렐비르,알푸조신,5,- 저혈압의 가능성,,,식약처 DUR 병용금기
니르마트렐비르,탐스로신,5,- Tamsulosin의 혈중농도를 증가시킬 수 있음,,,식약처 DUR 병용금기
니르마트렐비르,라놀라진,5,- 중대한 및/또는 생명을 위협하는 반응의 가능성,,,식약처 DUR 병용금기
니르마트렐비르,아미오다론,5,- 심장부정맥의 가능성,,,식약처 DUR 병용금기
니르마트렐비르,드로네다론,5,- 심장 부정맥의 가능성,,,식약처 DUR 병용금기
니르마트렐비르,플레카이니드아세테이트,5,- 심장 부정맥의 가능성,,,식약처 DUR 병용금기
니르마트렐비르,프로파페논,5,- 심장 부정맥의 가능성,,,식약처 DUR 병용금기
니르마트렐비르,콜키신,5,- 신장 및/또는 간장애가 있는 환자에서 중대한 및/또는 생명을 위협하는 반응의 가능성,,,식약처 DUR 병용금기
니르마트렐비르,루라시돈,5,- Lurasidone의 혈중농도를 증가시킬 수 있음 - 심장 부정맥과 같은 중대한 및/또는 생명을 위협하는 반응의 가능성,,,식약처 DUR 병용금기
니르마트렐비르,피모짓,5,- 심장부정맥과 같은 중대한 및/또는 생명을 위협하는 반응의 가능성,,,식약처 DUR 병용금기
니르마트렐비르,실로도신,5,- 기립성저혈압의 가능성,,,식약처 DUR 병용금기
니르마트렐비르,이바브라딘,5,- 서맥 또는 전도장애의 가능성,,,식약처 DUR 병용금기
니르마트렐비르,티카그렐러,5,- Ticagrelor의 혈중농도를 증가시킬 수 있음,,,식약처 DUR 병용금기
니르마트렐비르,클로피도그렐,5,- Clopidogrel 활성대사체의 농도를 감소시킬 수 있음,,,식약처 DUR 병용금기
니르마트렐비르,보센탄,5,"- Bosentan의 혈중농도를 증가시키고, Nirmatrelvir +Ritonavir의 혈중농도를 감소시킬 수 있음",,,식약처 DUR 병용금기
니르마트렐비르,메틸에르고메트린,5,- 사지 및 중추신경계를 포함하는 기타 조직의 혈관경련 및 허혈을 특징으로 하는 급성 맥각독성의 잠재적인 가능성,,,식약처 DUR 병용금기
니르마트렐비르,로바스타틴,5,- 횡문근융해증을 포함하는 근육병증의 잠재적인 가능성,,,식약처 DUR 병용금기
니르마트렐비르,피네레논,5,"- 고칼륨혈증, 저혈압 및 저나트륨혈증을 포함하는 중대한 이상반응의 가능성",,,식약처 DUR 병용금기
니르마트렐비르,타다라필,5,- Tadalafil의 혈중농도를 증가시킬 수 있음,,,식약처 DUR 병용금기
니르마트렐비르,트리아졸람,5,- 과도한 진정 및 호흡억제의 가능성,,,식약처 DUR 병용금기
니르마트렐비르,톨밥탄,5,"- 탈수, 저혈량증 및 고칼륨혈증의 가능성",,,식약처 DUR 병용금기
니르마트렐비르,아팔루타마이드,5,- 바이러스 반응의 손실 및 내성 발현의 잠재적인 가능성,,,식약처 DUR 병용금기
니르마트렐비르,엔잘루타마이드,5,- 바이러스 반응의 손실 및 내성 발현의 잠재적인 가능성,,,식약처 DUR 병용금기
니르마트렐비르,카르바마제핀,5,- 바이러스 반응의 손실 및 내성 발현의 잠재적인 가능성,,,식약처 DUR 병용금기
니르마트렐비르,페노바르비탈,5,- 바이러스 반응의 손실 및 내성 발현의 잠재적인 가능성,,,식약처 DUR 병용금기
니르마트렐비르,페니토인,5,- 바이러스 반응의 손실 및 내성 발현의 잠재적인 가능성,,,식약처 DUR 병용금기
니르마트렐비르,프리미돈,5,- 바이러스 반응의 손실 및 내성 발현의 잠재적인 가능성,,,식약처 DUR 병용금기
니르마트렐비르,리바록사반,5,- 출혈 위험의 증가,,,식약처 DUR 병용금기
니르마트렐비르,보리코나졸,5,- Voriconazole의 혈중농도를 감소시킬 수 있음,,,식약처 DUR 병용금기
니르마트렐비르,피브렌타스비르,5,- 증가된 Glecaprevir 농도는 알라닌아미노전달효소(ALT) 상승을 유발할 수 있음,,,식약처 DUR 병용금기
니르마트렐비르,사이클로스포린,5,- Cyclosporine의 혈중농도를 증가시킬 수 있음- 중대한 이상반응 초래할 수 있음,,,식약처 DUR 병용금기
니르마트렐비르,타크로리무스,5,- Tacrolimus의 혈중농도를 증가시킬 수 있음 - 중대한 이상반응 초래할 수 있음,,,식약처 DUR 병용금기
니르마트렐비르,에베로리무스,5,- Everolimus의 혈중농도를 증가시킬 수 있음,,,식약처 DUR 병용금기
니르마트렐비르,시롤리무스,5,- Sirolimus의 혈중농도를 증가시킬 수 있음,,,식약처 DUR 병용금기
니르마트렐비르,살메테롤,5,"- QT 연장, 심계항진, 동성빈맥(sinus tachycardia)을 포함하여 살메테롤과 관련된 심혈관 부작용의 위험을 증가시킬 수 있음",,,식약처 DUR 병용금기
루라시돈,클래리트로마이신,5,- Lurasidone의 노출을 증가시킬 수 있음,,,식약처 DUR 병용금기
루라시돈,이트라코나졸,5,- Lurasidone의 노출을 증가시킬 수 있음,,,식약처 DUR 병용금기
루라시돈,케토코나졸,5,- Lurasidone의 노출을 증가시킬 수 있음,,,식약처 DUR 병용금기
루라시돈,리토나비르,5,- Lurasidone의 노출을 증가시킬 수 있음,,,식약처 DUR 병용금기
루라시돈,보리코나졸,5,- Lurasidone의 노출을 증가시킬 수 있음,,,식약처 DUR 병용금기
루라시돈,카르바마제핀,5,- Lurasidone의 노출을 감소시킬 수 있음,,,식약처 DUR 병용금기
루라시돈,페니토인,5,- Lurasidone의 노출을 감소시킬 수 있음,,,식약처 DUR 병용금기
루라시돈,리팜피신,5,- Lurasidone의 노출을 감소시킬 수 있음,,,식약처 DUR 병용금기
루라시돈,세인트존스워트,5,- Lurasidone의 노출을 감소시킬 수 있음,,,식약처 DUR 병용금기
셀레길린염산염,오자니모드,5,- Ozanimod의 노출을 감소시킬 수 있음,,,식약처 DUR 병용금기
보수티닙,케토코나졸,5,- Bosutinib의 혈중농도를 증가시켜 독성위험을 증가시킬 수 있음,,,식약처 DUR 병용금기
리팜피신,보수티닙,5,- Bosutinib의 혈중농도를 감소시켜 유효성을 감소시킬 수 있음,,,식약처 DUR 병용금기
리팜피신,투카티닙,5,- Tucatinib의 혈중농도를 감소시켜 유효성을 감소시킬 수 있음,,,식약처 DUR 병용금기
자누브루티닙,카르바마제핀,5,- Zanubrutinib의 혈중농도를 감소시켜 유효성을 감소시킬 수 있음,,,식약처 DUR 병용금기
자누브루티닙,페니토인,5,- Zanubrutinib의 혈중농도를 감소시켜 유효성을 감소시킬 수 있음,,,식약처 DUR 병용금기
리팜피신,자누브루티닙,5,- Zanubrutinib의 혈중농도를 감소시켜 유효성을 감소시킬 수 있음,,,식약처 DUR 병용금기
세인트존스워트,자누브루티닙,5,- Zanubrutinib의 혈중농도를 감소시켜 유효성을 감소시킬 수 있음,,,식약처 DUR 병용금기
리파부틴,카보테그라비르,5,Cabotegravir 혈중농도 감소로 치료 효과 감소,,,식약처 DUR 병용금기
리파부틴,릴피비린,5,Rilpivirine 혈중농도 감소로 치료효과 감소 혹은 내성발현,,,식약처 DUR 병용금기
드로네다론,플레카이니드아세테이트,5,QT 간격을 연장시키고 염전성 심실빈맥 발생 위험을 높일 수 있음,,,식약처 DUR 병용금기
드로네다론,프로파페논,5,QT 간격을 연장시키고 염전성 심실빈맥 발생 위험을 높일 수 있음,,,식약처 DUR 병용금기
드로네다론,소타롤,5,QT 간격을 연장시키고 염전성 심실빈맥 발생 위험을 높일 수 있음,,,식약처 DUR 병용금기
드로네다론,사이클로스포린,5,Dronedarone 노출량 증가,,,식약처 DUR 병용금기
드로네다론,클래리트로마이신,5,Dronedarone 노출량 증가,,,식약처 DUR 병용금기
드로네다론,리토나비르,5,Dronedarone 노출량 증가,,,식약처 DUR 병용금기
드로네다론,보리코나졸,5,Dronedarone 노출량 증가,,,식약처 DUR 병용금기
드로네다론,케토코나졸,5,Dronedarone 노출량 증가,,,식약처 DUR 병용금기
드로네다론,에리트로마이신,5,QT 간격을 연장시키고 염전성 심실빈맥 발생 위험을 높일 수 있음,,,식약처 DUR 병용금기
드로네다론,페노바르비탈,5,Dronedarone 노출량 감소,,,식약처 DUR 병용금기
드로네다론,카르바마제핀,5,Dronedarone 노출량 감소,,,식약처 DUR 병용금기
드로네다론,페니토인,5,Dronedarone 노출량 감소,,,식약처 DUR 병용금기
드로네다론,세인트존스워트,5,Dronedarone 노출량 감소,,,식약처 DUR 병용금기
드로네다론,리팜피신,5,Dronedarone 노출량 감소,,,식약처 DUR 병용금기
케토코나졸,플루티카손,5,"- Fluticasone의 혈중농도 증가로 쿠싱증후군 및 부신억제와 같은 전신 코르티코스테로이드 효과 나타날 수 있음 - Salmeterol의 혈중농도 증가로 QT연장, 심계항진 등 심혈관계 이상반응 위험 증가",,,식약처 DUR 병용금기
이트라코나졸,플루티카손,5,"- Fluticasone의 혈중농도 증가로 쿠싱증후군 및 부신억제와 같은 전신 코르티코스테로이드 효과 나타날 수 있음 - Salmeterol의 혈중농도 증가로 QT연장, 심계항진 등 심혈관계 이상반응 위험 증가",,,식약처 DUR 병용금기
독시사이클린,알리트레티노인,5,- 양성 두개내압 상승(가성뇌종양) 보고,,,식약처 DUR 병용금기
미노사이클린,알리트레티노인,5,- 양성 두개내압 상승(가성뇌종양) 보고,,,식약처 DUR 병용금기
알리트레티노인,테트라사이클린,5,- 양성 두개내압 상승(가성뇌종양) 보고,,,식약처 DUR 병용금기
알리트레티노인,타이제사이클린,5,- 양성 두개내압 상승(가성뇌종양) 보고,,,식약처 DUR 병용금기
아시트레틴,알리트레티노인,5,- 비타민A과다증,,,식약처 DUR 병용금기
리토나비르,플루티카손,5,"- Fluticasone의 혈중농도 증가로 쿠싱증후군 및 부신억제와 같은 전신 코르티코스테로이드 효과 나타날 수 있음 - Salmeterol의 혈중농도 증가로 QT연장, 심계항진 등 심혈관계 이상반응 위험 증가",,,식약처 DUR 병용금기
알리트레티노인,이소트레티노인,5,- 비타민A과다증,,,식약처 DUR 병용금기
알리트레티노인,트레티노인,5,- 비타민A과다증,,,식약처 DUR 병용금기
아시트레틴,타이제사이클린,5,- 두개내압 상승 위험,,,식약처 DUR 병용금기
아시트레틴,이소트레티노인,5,- 비타민A과다증,,,식약처 DUR 병용금기
아시트레틴,트레티노인,5,- 비타민A과다증,,,식약처 DUR 병용금기
이소트레티노인,타이제사이클린,5,- 가성뇌종양 보고,,,식약처 DUR 병용금기
타이제사이클린,트레티노인,5,- 뇌내압 상승 위험,,,식약처 DUR 병용금기
리보시클립,카르바마제핀,5,- 강력한 CYP3A 유도제와의 병용투여는 Ribociclib의 혈장 노출을 감소시킬 수 있음,,,식약처 DUR 병용금기
리보시클립,페니토인,5,- 강력한 CYP3A 유도제와의 병용투여는 Ribociclib의 혈장 노출을 감소시킬 수 있음,,,식약처 DUR 병용금기
리보시클립,리팜피신,5,- 강력한 CYP3A 유도제(Rifampicin)와의 병용투여는 건강한 시험대상자에서 Ribociclib의 혈장 노출을 89%까지 감소시킴,,,식약처 DUR 병용금기
카르바마제핀,포나티닙,5,- Ponatinib의 노출 감소,,,식약처 DUR 병용금기
페니토인,포나티닙,5,- Ponatinib의 노출 감소,,,식약처 DUR 병용금기
리팜피신,포나티닙,5,- Ponatinib의 노출 감소,,,식약처 DUR 병용금기
세인트존스워트,포나티닙,5,- Ponatinib의 노출 감소,,,식약처 DUR 병용금기
리토나비르,페티딘,5,- Ritonavir와 병용 시 Pethidine의 독성이 나타날 위험이 있음,,,식약처 DUR 병용금기
익사조밉,카르바마제핀,5,- Ixazomib의 효과 감소,,,식약처 DUR 병용금기
익사조밉,페니토인,5,- Ixazomib의 효과 감소,,,식약처 DUR 병용금기
리팜피신,익사조밉,5,- Ixazomib의 효과 감소,,,식약처 DUR 병용금기
세인트존스워트,익사조밉,5,- Ixazomib의 효과 감소,,,식약처 DUR 병용금기
미도스타우린,카르바마제핀,5,- Midostaurin과 활성 대사체의 혈중 농도 감소,,,식약처 DUR 병용금기
미도스타우린,엔잘루타마이드,5,- Midostaurin과 활성 대사체의 혈중 농도 감소,,,식약처 DUR 병용금기
미도스타우린,페니토인,5,- Midostaurin과 활성 대사체의 혈중 농도 감소,,,식약처 DUR 병용금기
리팜피신,미도스타우린,5,- Midostaurin과 활성 대사체의 혈중 농도 감소,,,식약처 DUR 병용금기
미도스타우린,세인트존스워트,5,- Midostaurin과 활성 대사체의 혈중 농도 감소,,,식약처 DUR 병용금기
리보시클립,세인트존스워트,5,- 강력한 CYP3A 유도제와의 병용투여는 Ribociclib의 혈장 노출을 감소시킬 수 있음,,,식약처 DUR 병용금기
리보시클립,아미오다론,5,- QT 간격 연장을 유발할 수 있음,,,식약처 DUR 병용금기
리보시클립,소타롤,5,- QT 간격 연장을 유발할 수 있음,,,식약처 DUR 병용금기
리보시클립,클래리트로마이신,5,- QT 간격 연장을 유발할 수 있음,,,식약처 DUR 병용금기
리보시클립,할로페리돌,5,- QT 간격 연장을 유발할 수 있음,,,식약처 DUR 병용금기
리보시클립,목시플록사신,5,- QT 간격 연장을 유발할 수 있음,,,식약처 DUR 병용금기
리보시클립,온단세트론,5,- QT 간격 연장을 유발할 수 있음,,,식약처 DUR 병용금기
리보시클립,피모짓,5,- QT 간격 연장을 유발할 수 있음,,,식약처 DUR 병용금기
리팜피신,빅테그라비르,5,- Bictegravir의 혈중 농도 감소로 인해 치료 효과 소실 및 내성 발현 야기 가능,,,식약처 DUR 병용금기
도라비린,카르바마제핀,5,- Doravirine의 혈장농도가 유의하게 감소하여 약효가 떨어질 수 있음,,,식약처 DUR 병용금기
도라비린,옥스카르바제핀,5,- Doravirine의 혈장농도가 유의하게 감소하여 약효가 떨어질 수 있음,,,식약처 DUR 병용금기
도라비린,페노바르비탈,5,- Doravirine의 혈장농도가 유의하게 감소하여 약효가 떨어질 수 있음,,,식약처 DUR 병용금기
도라비린,페니토인,5,- Doravirine의 혈장농도가 유의하게 감소하여 약효가 떨어질 수 있음,,,식약처 DUR 병용금기
도라비린,엔잘루타마이드,5,- Doravirine의 혈장농도가 유의하게 감소하여 약효가 떨어질 수 있음,,,식약처 DUR 병용금기
도라비린,미토테인,5,- Doravirine의 혈장농도가 유의하게 감소하여 약효가 떨어질 수 있음,,,식약처 DUR 병용금기
도라비린,리팜피신,5,- Doravirine의 혈장농도가 유의하게 감소하여 약효가 떨어질 수 있음,,,식약처 DUR 병용금기
빅테그라비르,세인트존스워트,5,- Bictegravir의 혈중 농도 감소로 인해 치료 효과 소실 및 내성 발현 야기 가능,,,식약처 DUR 병용금기
도라비린,세인트존스워트,5,- Doravirine의 혈장농도가 유의하게 감소하여 약효가 떨어질 수 있음,,,식약처 DUR 병용금기
에슬리카르바제핀아세테이트,옥스카르바제핀,5,- 활성대사체의 과다노출을 유발할 수 있음,,,식약처 DUR 병용금기
메틸페니데이트,사피나미드,5,- 고혈압 위기,,,식약처 DUR 병용금기
사피나미드,플루옥세틴,5,- 세로토닌 증후군,,,식약처 DUR 병용금기
라사길린,사피나미드,5,- 고혈압 위기,,,식약처 DUR 병용금기
사피나미드,셀레길린염산염,5,- 고혈압 위기,,,식약처 DUR 병용금기
리네졸리드,사피나미드,5,- 고혈압 위기,,,식약처 DUR 병용금기
사피나미드,트라마돌,5,"- 중추신경계, 호흡기, 심혈관기능에 대해 생명을 위협하는 약물상호작용이 관찰됨- 세로토닌 증후군이 보고됨",,,식약처 DUR 병용금기
사피나미드,페티딘,5,- 고혈압 또는 저혈압 위기가 동반되는 중추신경 흥분 또는 억제를 일으킬 수 있음,,,식약처 DUR 병용금기
사피나미드,타펜타돌,5,- 노르에피네프린 수치에 대한 잠재적 부가효과로 인해 심혈관계 부작용이 유발될 수 있음,,,식약처 DUR 병용금기
라놀라진,페노바르비탈,5,- Ranolazine의 효과부족이 발생될 것으로 예상됨,,,식약처 DUR 병용금기
라놀라진,카르바마제핀,5,-Ranolazine의 효과부족이 발생될 것으로 예상됨,,,식약처 DUR 병용금기
라놀라진,페니토인,5,-Ranolazine의 효과부족이 발생될 것으로 예상됨,,,식약처 DUR 병용금기
라놀라진,세인트존스워트,5,-Ranolazine의 효과부족이 발생될 것으로 예상됨,,,식약처 DUR 병용금기
라놀라진,리팜피신,5,-Ranolazine의 효과부족이 발생될 것으로 예상됨,,,식약처 DUR 병용금기
라놀라진,소타롤,5,-Ranolazine의 효과부족이 발생될 것으로 예상됨,,,식약처 DUR 병용금기
라놀라진,클래리트로마이신,5,-Ranolazine의 효과부족이 발생될 것으로 예상됨,,,식약처 DUR 병용금기
라놀라진,포사코나졸,5,-Ranolazine의 효과부족이 발생될 것으로 예상됨,,,식약처 DUR 병용금기
라놀라진,보리코나졸,5,-Ranolazine의 효과부족이 발생될 것으로 예상됨,,,식약처 DUR 병용금기
부로수맙,알파칼시돌,5,- 고인산혈증 발생 가능,,,식약처 DUR 병용금기
부로수맙,칼시트리올,5,- 고인산혈증 발생 가능,,,식약처 DUR 병용금기
부로수맙,알렌드론산,5,- 고인산혈증 발생 가능,,,식약처 DUR 병용금기
부로수맙,인산수소나트륨무수물,5,- 고인산혈증 발생 가능,,,식약처 DUR 병용금기
브리가티닙,페노바르비탈,5,- Brigatinib의 혈장 농도를 감소시킬 수 있음,,,식약처 DUR 병용금기
브리가티닙,카르바마제핀,5,- Brigatinib의 혈장 농도를 감소시킬 수 있음,,,식약처 DUR 병용금기
브리가티닙,페니토인,5,- Brigatinib의 혈장 농도를 감소시킬 수 있음,,,식약처 DUR 병용금기
브리가티닙,세인트존스워트,5,- Brigatinib의 혈장 농도를 감소시킬 수 있음,,,식약처 DUR 병용금기
리파부틴,브리가티닙,5,- Brigatinib의 혈장 농도를 감소시킬 수 있음,,,식약처 DUR 병용금기
리팜피신,브리가티닙,5,- Brigatinib의 혈장 농도를 감소시킬 수 있음,,,식약처 DUR 병용금기
브리가티닙,사이클로스포린,5,- Brigatinib에 의해 Cyclosporine의 유효성이 감소될 수 있음,,,식약처 DUR 병용금기
브리가티닙,시롤리무스,5,- Brigatinib에 의해 Cyclosporine의 유효성이 감소될 수 있음,,,식약처 DUR 병용금기
브리가티닙,타크로리무스,5,- Brigatinib에 의해 Cyclosporine의 유효성이 감소될 수 있음,,,식약처 DUR 병용금기
베네토클락스,카르바마제핀,5,- CYP3A 유도제와의 병용은 Venetoclax의 노출을 감소시켜 결과적으로 효능 부족을 초래할 수 있음,,,식약처 DUR 병용금기
베네토클락스,페니토인,5,- CYP3A 유도제와의 병용은 Venetoclax의 노출을 감소시켜 결과적으로 효능 부족을 초래할 수 있음,,,식약처 DUR 병용금기
모다피닐,베네토클락스,5,- CYP3A 유도제와의 병용은 Venetoclax의 노출을 감소시켜 결과적으로 효능 부족을 초래할 수 있음,,,식약처 DUR 병용금기
베네토클락스,세인트존스워트,5,- CYP3A 유도제와의 병용은 Venetoclax의 노출을 감소시켜 결과적으로 효능 부족을 초래할 수 있음,,,식약처 DUR 병용금기
베네토클락스,보센탄,5,- CYP3A 유도제와의 병용은 Venetoclax의 노출을 감소시켜 결과적으로 효능 부족을 초래할 수 있음,,,식약처 DUR 병용금기
리팜피신,베네토클락스,5,- 강력한 CYP3A 유도제인 Rifampicin과 병용 투여 시 Venetoclax의 Cmax 및 AUC∞는 각각 42% 및 71%까지 감소함,,,식약처 DUR 병용금기
나프실린,베네토클락스,5,- CYP3A 유도제와의 병용은 Venetoclax의 노출을 감소시켜 결과적으로 효능 부족을 초래할 수 있음,,,식약처 DUR 병용금기
베네토클락스,에트라비린,5,- CYP3A 유도제와의 병용은 Venetoclax의 노출을 감소시켜 결과적으로 효능 부족을 초래할 수 있음,,,식약처 DUR 병용금기
나탈리주맙,베돌리주맙,5,- 유효성 및 안전성 미확립- 기회 감염을 포함하여 감염의 위험성을 증가시킬 수 있음,,,식약처 DUR 병용금기
이사부코나조늄,페노바르비탈,5,- Isavuconazonium의 혈장농도를 유의미하게 감소시킬 수 있음,,,식약처 DUR 병용금기
이사부코나조늄,카르바마제핀,5,- Isavuconazonium의 혈장농도를 유의미하게 감소시킬 수 있음,,,식약처 DUR 병용금기
이사부코나조늄,페니토인,5,- Isavuconazonium의 혈장농도를 유의미하게 감소시킬 수 있음,,,식약처 DUR 병용금기
세인트존스워트,이사부코나조늄,5,- Isavuconazonium의 혈장농도를 유의미하게 감소시킬 수 있음,,,식약처 DUR 병용금기
리파부틴,이사부코나조늄,5,- Isavuconazonium의 혈장농도를 유의미하게 감소시킬 수 있음,,,식약처 DUR 병용금기
리팜피신,이사부코나조늄,5,- Isavuconazonium의 혈장농도를 유의미하게 감소시킬 수 있음,,,식약처 DUR 병용금기
