ingredient_a,ingredient_b,severity,mechanism,advice,min_interval_hours,source
리토나비르,티카그렐러,5,티카그렐러의 혈중농도 증가,,,식약처 DUR 병용금기
아타자나비르,티카그렐러,5,티카그렐러의 혈중농도 증가,,,식약처 DUR 병용금기
클래리트로마이신,톨밥탄,5,톨밥탄의 혈중농도 증가,,,식약처 DUR 병용금기
이트라코나졸,톨밥탄,5,톨밥탄의 혈중농도 증가,,,식약처 DUR 병용금기
리토나비르,톨밥탄,5,톨밥탄의 혈중농도 증가,,,식약처 DUR 병용금기
인디나빌,톨밥탄,5,톨밥탄의 혈중농도 증가,,,식약처 DUR 병용금기
넬피나비어,톨밥탄,5,톨밥탄의 혈중농도 증가,,,식약처 DUR 병용금기
돔페리돈,아미오다론,5,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",,,식약처 DUR 병용금기
돔페리돈,아미설프리드,5,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",,,식약처 DUR 병용금기
돔페리돈,아나그렐리드,5,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",,,식약처 DUR 병용금기
돔페리돈,삼산화비소,5,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",,,식약처 DUR 병용금기
돔페리돈,아타자나비르,5,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성
강력한 CYP억제제가 돔페리돈의 대사를 감소시켜, 돔페리돈의 영향(이상반응 포함) 증대 가능성",,,식약처 DUR 병용금기
돔페리돈,아지트로마이신,5,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",,,식약처 DUR 병용금기
돔페리돈,베다퀼린,5,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",,,식약처 DUR 병용금기
돔페리돈,비칼루타미드,5,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",,,식약처 DUR 병용금기
돔페리돈,보세프레비르,5,"강력한 CYP억제제가 돔페리돈의 대사를 감소시켜, 돔페리돈의 영향(이상반응 포함) 증대 가능성",,,식약처 DUR 병용금기
돔페리돈,클로르프로마진,5,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",,,식약처 DUR 병용금기
돔페리돈,시프로플록사신,5,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",,,식약처 DUR 병용금기
돔페리돈,시탈로프람,5,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",,,식약처 DUR 병용금기
돔페리돈,클래리트로마이신,5,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성
강력한 CYP억제제가 돔페리돈의 대사를 감소시켜, 돔페리돈의 영향(이상반응 포함) 증대 가능성",,,식약처 DUR 병용금기
다루나비르,돔페리돈,5,"강력한 CYP억제제가 돔페리돈의 대사를 감소시켜, 돔페리돈의 영향(이상반응 포함) 증대 가능성",,,식약처 DUR 병용금기
데가렐릭스,돔페리돈,5,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",,,식약처 DUR 병용금기
돌라세트론,돔페리돈,5,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",,,식약처 DUR 병용금기
돔페리돈,드로네다론,5,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",,,식약처 DUR 병용금기
돔페리돈,에바스틴,5,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",,,식약처 DUR 병용금기
돔페리돈,에스시탈로프람,5,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",,,식약처 DUR 병용금기
돔페리돈,핀골리모드,5,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",,,식약처 DUR 병용금기
돔페리돈,플루코나졸,5,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",,,식약처 DUR 병용금기
그라니세트론,돔페리돈,5,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",,,식약처 DUR 병용금기
돔페리돈,할로페리돌,5,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",,,식약처 DUR 병용금기
돔페리돈,에리트로마이신,5,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",,,식약처 DUR 병용금기
돔페리돈,인디나빌,5,"강력한 CYP억제제가 돔페리돈의 대사를 감소시켜, 돔페리돈의 영향(이상반응 포함) 증대 가능성",,,식약처 DUR 병용금기
돔페리돈,이트라코나졸,5,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성
강력한 CYP억제제가 돔페리돈의 대사를 감소시켜, 돔페리돈의 영향(이상반응 포함) 증대 가능성",,,식약처 DUR 병용금기
돔페리돈,케토코나졸,5,"""QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성
강력한 CYP억제제가 돔페리돈의 대사를 감소시켜, 돔페리돈의 영향(이상반응 포함) 증대 가능성",,,식약처 DUR 병용금기
돔페리돈,레보플록사신,5,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",,,식약처 DUR 병용금기
돔페리돈,메퀴타진,5,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",,,식약처 DUR 병용금기
돔페리돈,메토클로프라미드,5,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",,,식약처 DUR 병용금기
돔페리돈,미졸라스틴,5,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",,,식약처 DUR 병용금기
돔페리돈,목시플록사신,5,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",,,식약처 DUR 병용금기
넬피나비어,돔페리돈,5,"강력한 CYP억제제가 돔페리돈의 대사를 감소시켜, 돔페리돈의 영향(이상반응 포함) 증대 가능성",,,식약처 DUR 병용금기
닐로티닙,돔페리돈,5,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",,,식약처 DUR 병용금기
돔페리돈,온단세트론,5,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",,,식약처 DUR 병용금기
돔페리돈,옥사토마이드,5,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",,,식약처 DUR 병용금기
돔페리돈,펜타미딘,5,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",,,식약처 DUR 병용금기
돔페리돈,필시카이니드,5,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",,,식약처 DUR 병용금기
돔페리돈,피모짓,5,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",,,식약처 DUR 병용금기
돔페리돈,포사코나졸,5,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성
강력한 CYP억제제가 돔페리돈의 대사를 감소시켜, 돔페리돈의 영향(이상반응 포함) 증대 가능성",,,식약처 DUR 병용금기
돔페리돈,프루칼로프라이드,5,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",,,식약처 DUR 병용금기
돔페리돈,라도티닙,5,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",,,식약처 DUR 병용금기
돔페리돈,리스페리돈,5,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",,,식약처 DUR 병용금기
돔페리돈,리토나비르,5,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성
강력한 CYP억제제가 돔페리돈의 대사를 감소시켜, 돔페리돈의 영향(이상반응 포함) 증대 가능성",,,식약처 DUR 병용금기
돔페리돈,소타롤,5,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",,,식약처 DUR 병용금기
돔페리돈,텔리트로마이신,5,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성
강력한 CYP억제제가 돔페리돈의 대사를 감소시켜, 돔페리돈의 영향(이상반응 포함) 증대 가능성",,,식약처 DUR 병용금기
돔페리돈,보리코나졸,5,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성
강력한 CYP억제제가 돔페리돈의 대사를 감소시켜, 돔페리돈의 영향(이상반응 포함) 증대 가능성",,,식약처 DUR 병용금기
돔페리돈,토레미펜,5,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",,,식약처 DUR 병용금기
돔페리돈,트라조돈염산염,5,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",,,식약처 DUR 병용금기
돔페리돈,반데타닙,5,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",,,식약처 DUR 병용금기
돔페리돈,벤라팍신,5,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",,,식약처 DUR 병용금기
돔페리돈,지프라시돈,5,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",,,식약처 DUR 병용금기
라미부딘,엠트리시타빈,5,"세포내 인산화 방해, 동일한 역전사효소 유전자(M184V) 변이를 통한 바이러스 내성 - 항바이러스 효과 감소",,,식약처 DUR 병용금기
모클로베미드,키실로메타졸린,5,xylometazoline의 전신작용(고혈압 위험) 증강 또는 연장,,,식약처 DUR 병용금기
라사길린,키실로메타졸린,5,xylometazoline의 전신작용(고혈압 위험) 증강 또는 연장,,,식약처 DUR 병용금기
셀레길린염산염,키실로메타졸린,5,xylometazoline의 전신작용(고혈압 위험) 증강 또는 연장,,,식약처 DUR 병용금기
셀레길린염산염,아미트리프틸린,5,"이상고열, 전신경련, 발한, 불온, 혼수등",,,식약처 DUR 병용금기
아미오다론,퀴니딘,5,심실부정맥(Torsade de pointes) 위험 증가,,,식약처 DUR 병용금기
벤세라지드,할로탄,5,"혈압 변동, 빈맥·심실세동등의 부정맥 위험 증가",,,식약처 DUR 병용금기
이트라코나졸,퀴니딘,5,QT 간격 연장 및 심실부정맥(Torsade de pointes) 위험 증가,,,식약처 DUR 병용금기
조사마이신,트리아졸람,5,triazolam 의 약리학적 효과 및 작용(수면유도) 증가,,,식약처 DUR 병용금기
아미트리프틸린,피모짓,5,QT연장,,,식약처 DUR 병용금기
오라노핀,히드록시클로로퀸,5,금주사제 병용시 피부독성,,,식약처 DUR 병용금기
스피로노락톤,아미로라이드,5,고칼륨혈증 위험 증가,,,식약처 DUR 병용금기
아미로라이드,트리암테렌,5,고칼륨혈증 위험 증가,,,식약처 DUR 병용금기
스파플록사신,아미오다론,5,"QT 연장, 심실성 빈맥, 심실세동 및 torsades de pointes 등 심독성위험 증가",,,식약처 DUR 병용금기
모클로베미드,아미트리프틸린,5,"근독성, 간질, 세로토닌성 증후군(고혈압, 고열, 간대성 근경련, 정신상태 변화 등)",,,식약처 DUR 병용금기
도티에핀,모클로베미드,5,"근독성, 간질, 세로토닌성 증후군(고혈압, 고열, 간대성 근경련, 정신상태 변화 등)",,,식약처 DUR 병용금기
도티에핀,셀레길린염산염,5,"근독성, 간질, 세로토닌성 증후군(고혈압, 고열, 간대성 근경련, 정신상태 변화 등)",,,식약처 DUR 병용금기
메트포르민,이오딕사놀,5,기능적 신부전에 의해 유산 산성증 촉진,,,식약처 DUR 병용금기
메트포르민,이오트로란,5,기능적 신부전에 의해 유산 산성증 촉진,,,식약처 DUR 병용금기
퀴니딘,피모짓,5,"QT 연장, 심실성 빈맥, 심실세동 및 torsades de pointes 등 심독성위험 증가",,,식약처 DUR 병용금기
텔리트로마이신,피모짓,5,"QT 연장, 심실성 빈맥, 심실세동 및 torsades de pointes 등 심독성위험 증가",,,식약처 DUR 병용금기
스피로노락톤,트리암테렌,5,고칼륨혈증 위험 증가,,,식약처 DUR 병용금기
에토페나메이트,케토롤락,5,중증의 위장관계 이상반응,,,식약처 DUR 병용금기
케토롤락,플루페남산,5,중증의 위장관계 이상반응,,,식약처 DUR 병용금기
메크로페남산,케토롤락,5,중증의 위장관계 이상반응,,,식약처 DUR 병용금기
케토롤락,티아프로펜산,5,중증의 위장관계 이상반응,,,식약처 DUR 병용금기
덱사메타손,스파플록사신,5,"1. 아킬레스건 파열 및 손상<특히 노인>
2. 심혈관계 부작용 증가",,,식약처 DUR 병용금기
에피네프린,포르모테롤,5,부정맥 또는 심정지 유도,,,식약처 DUR 병용금기
에피네프린,헥소프레날린,5,부정맥 또는 심정지 유도,,,식약처 DUR 병용금기
스파플록사신,히드로코르티손,5,"1. 아킬레스건 파열 및 손상<특히 노인>
2. 심혈관계 부작용 증가",,,식약처 DUR 병용금기
잘시타빈,펜타미딘,5,췌장염 유발,,,식약처 DUR 병용금기
스파플록사신,프레드니솔론,5,"1. 아킬레스건 파열 및 손상<특히 노인>
2. 심혈관계 부작용 증가",,,식약처 DUR 병용금기
아미오다론,텔리트로마이신,5,QT 간격 연장으로 심실성 부정맥 위험 증가 가능,,,식약처 DUR 병용금기
에피네프린,주클로펜틱솔,5,혈압강하,,,식약처 DUR 병용금기
메틸프레드니솔론,스파플록사신,5,"1. 아킬레스건 파열 및 손상<특히 노인>
2. 심혈관계 부작용 증가",,,식약처 DUR 병용금기
인도메타신,트리암테렌,5,"질소혈증, 크레아티닌 청소율 저하",,,식약처 DUR 병용금기
심바스타틴,텔리트로마이신,5,근병증 및 횡문근융해？,,,식약처 DUR 병용금기
넬피나비어,퀴니딘,5,QT간격 연장,,,식약처 DUR 병용금기
리토나비르,퀴니딘,5,"QT간격 연장, 심부정맥",,,식약처 DUR 병용금기
디히드로에르고타민,텔리트로마이신,5,"맥각독성(혈관경련, 말단 및 기타조직 허혈 등) 위험 증가",,,식약처 DUR 병용금기
노르에피네프린,포르모테롤,5,부정맥 또는 심정지,,,식약처 DUR 병용금기
노르에피네프린,헥소프레날린,5,부정맥 또는 심정지,,,식약처 DUR 병용금기
아만타딘,토레미펜,5,QT 간격 연장,,,식약처 DUR 병용금기
토레미펜,피모짓,5,QT 간격 연장,,,식약처 DUR 병용금기
지프라시돈,토레미펜,5,QT 간격 연장,,,식약처 DUR 병용금기
에제티미브,텔리트로마이신,5,근증/횡문근변성의 위험성이 증가,,,식약처 DUR 병용금기
로바스타틴,텔리트로마이신,5,횡문근융해증/근육병증 및 이에 수반되는 급격한 신기능 악화,,,식약처 DUR 병용금기
아미오다론,토레미펜,5,Torsade de pointes 위험 증가,,,식약처 DUR 병용금기
드로네다론,토레미펜,5,Torsade de pointes 위험 증가,,,식약처 DUR 병용금기
메타졸아마이드,아세타졸아미드,5,신장결석 형성 위험 증가,,,식약처 DUR 병용금기
에르고타민,텔리트로마이신,5,"맥각독성(혈관경련, 말단 및 기타조직 허혈 등) 위험 증가",,,식약처 DUR 병용금기
도부타민,암리논,5,근육수축작용 증가,,,식약처 DUR 병용금기
돔페리돈,베프리딜,5,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",,,식약처 DUR 병용금기
돔페리돈,팔리페리돈,5,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",,,식약처 DUR 병용금기
글리피지드,미코나졸,5,저혈당 또는 혼수,,,식약처 DUR 병용금기
시트르산칼륨,아미로라이드,5,고칼륨혈증 위험 증가,,,식약처 DUR 병용금기
나프록센,케토롤락,5,중증의 위장관계 이상반응,,,식약처 DUR 병용금기
발프로산,이미페넴,5,간질 발작 재발,,,식약처 DUR 병용금기
메로페넴,발프로산,5,간질발작 재발,,,식약처 DUR 병용금기
발프로산,파니페넴,5,간질 발작 재발,,,식약처 DUR 병용금기
돌루테그라비르,필시카이니드,5,,,,식약처 DUR 병용금기
엠트리시타빈,카르바마제핀,5,,,,식약처 DUR 병용금기
덱스란소프라졸,엠트리시타빈,5,,,,식약처 DUR 병용금기
에스오메프라졸,엠트리시타빈,5,,,,식약처 DUR 병용금기
엠트리시타빈,포스페니토인,5,,,,식약처 DUR 병용금기
엠트리시타빈,일라프라졸,5,,,,식약처 DUR 병용금기
란소프라졸,엠트리시타빈,5,,,,식약처 DUR 병용금기
엠트리시타빈,오메프라졸,5,,,,식약처 DUR 병용금기
엠트리시타빈,옥스카르바제핀,5,,,,식약처 DUR 병용금기
엠트리시타빈,판토프라졸,5,,,,식약처 DUR 병용금기
베라파밀,이바브라딘,5,,,,식약처 DUR 병용금기
딜티아젬,이바브라딘,5,,,,식약처 DUR 병용금기
에피네프린,쿠에티아핀,5,,,,식약처 DUR 병용금기
리스페리돈,에피네프린,5,,,,식약처 DUR 병용금기
둘록세틴,셀레길린염산염,5,,,,식약처 DUR 병용금기
둘록세틴,모클로베미드,5,,,,식약처 DUR 병용금기
둘록세틴,플루복사민,5,,,,식약처 DUR 병용금기
셀레길린염산염,타펜타돌,5,,,,식약처 DUR 병용금기
라사길린,타펜타돌,5,,,,식약처 DUR 병용금기
모클로베미드,타펜타돌,5,,,,식약처 DUR 병용금기
메토트렉세이트,에토리콕시브,5,methotrexate ≥ 15mg/주에 한해 금기,,,식약처 DUR 병용금기
보티옥세틴,셀레길린염산염,5,,,,식약처 DUR 병용금기
모클로베미드,보티옥세틴,5,,,,식약처 DUR 병용금기
데스벤라팍신,셀레길린염산염,5,,,,식약처 DUR 병용금기
데스벤라팍신,모클로베미드,5,,,,식약처 DUR 병용금기
세인트존스워트,엠트리시타빈,5,,,,식약처 DUR 병용금기
리팜피신,엠트리시타빈,5,,,,식약처 DUR 병용금기
레바프라잔,엠트리시타빈,5,,,,식약처 DUR 병용금기
라베프라졸,엠트리시타빈,5,,,,식약처 DUR 병용금기
엠트리시타빈,페니토인,5,,,,식약처 DUR 병용금기
엠트리시타빈,페노바르비탈,5,,,,식약처 DUR 병용금기
에스판토프라졸,엠트리시타빈,5,,,,식약처 DUR 병용금기
니트로글리세린,디히드로에르고타민,5,"맥각독성(말초허혈, 감각이상, 구역, 구토) 위험 증가",,,식약처 DUR 병용금기
니트로글리세린,에르고타민,5,"맥각독성(말초허혈, 감각이상, 구역, 구토) 위험 증가",,,식약처 DUR 병용금기
니트로글리세린,리오시구앗,5,혈압강하작용 증가,,,식약처 DUR 병용금기
리오시구앗,아바나필,5,Guanylate cyclase 자극제의 혈압강하작용 증가,,,식약처 DUR 병용금기
리오시구앗,미로데나필,5,Guanylate cyclase 자극제의 혈압강하작용 증가,,,식약처 DUR 병용금기
리오시구앗,실데나필,5,Guanylate cyclase 자극제의 혈압강하작용 증가,,,식약처 DUR 병용금기
리오시구앗,타다라필,5,Guanylate cyclase 자극제의 혈압강하작용 증가,,,식약처 DUR 병용금기
리오시구앗,유데나필,5,Guanylate cyclase 자극제의 혈압강하작용 증가,,,식약처 DUR 병용금기
리오시구앗,바데나필,5,Guanylate cyclase 자극제의 혈압강하작용 증가,,,식약처 DUR 병용금기
덱스트로메토르판,라사길린,5,"경련, 반사항진, 이상고열, 혼수 등",,,식약처 DUR 병용금기
에르고타민,에페드린,5,혈관수축 및 혈압상승효과를 증가시킴,,,식약처 DUR 병용금기
디히드로에르고타민,에페드린,5,혈관수축 및 혈압상승효과를 증가시킴,,,식약처 DUR 병용금기
코비시스타트,피모짓,5,QT연장 및 심실성부정맥 유발 가능,,,식약처 DUR 병용금기
다루나비르,피모짓,5,QT연장 및 심실성부정맥 유발 가능,,,식약처 DUR 병용금기
인디나빌,피모짓,5,QT연장 및 심실성부정맥 유발 가능,,,식약처 DUR 병용금기
넬피나비어,피모짓,5,QT연장 및 심실성부정맥 유발 가능,,,식약처 DUR 병용금기
플루코나졸,피모짓,5,QT연장 및 심실성부정맥 유발 가능,,,식약처 DUR 병용금기
심바스타틴,푸시딘산,5,근육병증의 위험 증가 가능,,,식약처 DUR 병용금기
세인트존스워트,아바카비르,5,병용 시 항바이러스 약의 치료효과가 떨어지고 내성 발현 가능,,,식약처 DUR 병용금기
세인트존스워트,에파비렌즈,5,병용 시 항바이러스 약의 치료효과가 떨어지고 내성 발현 가능,,,식약처 DUR 병용금기
네비라핀,세인트존스워트,5,병용 시 항바이러스 약의 치료효과가 떨어지고 내성 발현 가능,,,식약처 DUR 병용금기
세인트존스워트,인디나빌,5,병용 시 항바이러스 약의 치료효과가 떨어지고 내성 발현 가능,,,식약처 DUR 병용금기
넬피나비어,세인트존스워트,5,병용 시 항바이러스 약의 치료효과가 떨어지고 내성 발현 가능,,,식약처 DUR 병용금기
리토나비르,세인트존스워트,5,병용 시 항바이러스 약의 치료효과가 떨어지고 내성 발현 가능,,,식약처 DUR 병용금기
아수나프레비르,아타자나비르,5,아수나프레비르의 농도 상승으로 인하여 심각하나 간 관련 이상반응의 발생 가능성을 증가시킬 수 있음,,,식약처 DUR 병용금기
보세프레비르,아수나프레비르,5,아수나프레비르의 농도 상승으로 인하여 심각하나 간 관련 이상반응의 발생 가능성을 증가시킬 수 있음,,,식약처 DUR 병용금기
보센탄,아수나프레비르,5,아수나프레비르에 대한 바이러스 반응의 소실을 유발 가능,,,식약처 DUR 병용금기
아수나프레비르,카르바마제핀,5,아수나프레비르에 대한 바이러스 반응의 소실을 유발 가능,,,식약처 DUR 병용금기
세리티닙,아수나프레비르,5,아수나프레비르의 농도 상승으로 인하여 심각하나 간 관련 이상반응의 발생 가능성을 증가시킬 수 있음,,,식약처 DUR 병용금기
아수나프레비르,클래리트로마이신,5,아수나프레비르의 농도 상승으로 인하여 심각하나 간 관련 이상반응의 발생 가능성을 증가시킬 수 있음,,,식약처 DUR 병용금기
아수나프레비르,코비시스타트,5,아수나프레비르의 농도 상승으로 인하여 심각하나 간 관련 이상반응의 발생 가능성을 증가시킬 수 있음,,,식약처 DUR 병용금기
아수나프레비르,크리조티닙,5,아수나프레비르의 농도 상승으로 인하여 심각하나 간 관련 이상반응의 발생 가능성을 증가시킬 수 있음,,,식약처 DUR 병용금기
다브라페닙,아수나프레비르,5,아수나프레비르에 대한 바이러스 반응의 소실을 유발 가능,,,식약처 DUR 병용금기
다루나비르,아수나프레비르,5,아수나프레비르의 농도 상승으로 인하여 심각하나 간 관련 이상반응의 발생 가능성을 증가시킬 수 있음,,,식약처 DUR 병용금기
덱사메타손,아수나프레비르,5,아수나프레비르에 대한 바이러스 반응의 소실을 유발 가능,,,식약처 DUR 병용금기
딜티아젬,아수나프레비르,5,아수나프레비르의 농도 상승으로 인하여 심각하나 간 관련 이상반응의 발생 가능성을 증가시킬 수 있음,,,식약처 DUR 병용금기
드로네다론,아수나프레비르,5,아수나프레비르의 농도 상승으로 인하여 심각하나 간 관련 이상반응의 발생 가능성을 증가시킬 수 있음,,,식약처 DUR 병용금기
아수나프레비르,에파비렌즈,5,아수나프레비르에 대한 바이러스 반응의 소실을 유발 가능,,,식약처 DUR 병용금기
아수나프레비르,엔잘루타마이드,5,아수나프레비르에 대한 바이러스 반응의 소실을 유발 가능,,,식약처 DUR 병용금기
아수나프레비르,에리트로마이신,5,아수나프레비르의 농도 상승으로 인하여 심각하나 간 관련 이상반응의 발생 가능성을 증가시킬 수 있음,,,식약처 DUR 병용금기
아수나프레비르,에트라비린,5,아수나프레비르에 대한 바이러스 반응의 소실을 유발 가능,,,식약처 DUR 병용금기
아수나프레비르,플레카이니드아세테이트,5,아수나프레비르 농도상승으로 인하여 심장 부정맥을 유발할 수 있음,,,식약처 DUR 병용금기
아수나프레비르,플루코나졸,5,아수나프레비르의 농도 상승으로 인하여 심각하나 간 관련 이상반응의 발생 가능성을 증가시킬 수 있음,,,식약처 DUR 병용금기
아수나프레비르,포스페니토인,5,아수나프레비르에 대한 바이러스 반응의 소실을 유발 가능,,,식약처 DUR 병용금기
겜피브로질,아수나프레비르,5,아수나프레비르에 대한 바이러스 반응의 소실을 유발 가능,,,식약처 DUR 병용금기
아수나프레비르,이매티닙,5,아수나프레비르의 농도 상승으로 인하여 심각하나 간 관련 이상반응의 발생 가능성을 증가시킬 수 있음,,,식약처 DUR 병용금기
아수나프레비르,인디나빌,5,아수나프레비르의 농도 상승으로 인하여 심각하나 간 관련 이상반응의 발생 가능성을 증가시킬 수 있음,,,식약처 DUR 병용금기
아수나프레비르,이트라코나졸,5,아수나프레비르의 농도 상승으로 인하여 심각하나 간 관련 이상반응의 발생 가능성을 증가시킬 수 있음,,,식약처 DUR 병용금기
아수나프레비르,케토코나졸,5,아수나프레비르의 농도 상승으로 인하여 심각하나 간 관련 이상반응의 발생 가능성을 증가시킬 수 있음,,,식약처 DUR 병용금기
로피나비르,아수나프레비르,5,아수나프레비르의 농도 상승으로 인하여 심각하나 간 관련 이상반응의 발생 가능성을 증가시킬 수 있음,,,식약처 DUR 병용금기
미토테인,아수나프레비르,5,아수나프레비르에 대한 바이러스 반응의 소실을 유발 가능,,,식약처 DUR 병용금기
모다피닐,아수나프레비르,5,아수나프레비르에 대한 바이러스 반응의 소실을 유발 가능,,,식약처 DUR 병용금기
나프실린,아수나프레비르,5,아수나프레비르에 대한 바이러스 반응의 소실을 유발 가능,,,식약처 DUR 병용금기
넬피나비어,아수나프레비르,5,아수나프레비르의 농도 상승으로 인하여 심각하나 간 관련 이상반응의 발생 가능성을 증가시킬 수 있음,,,식약처 DUR 병용금기
네비라핀,아수나프레비르,5,아수나프레비르에 대한 바이러스 반응의 소실을 유발 가능,,,식약처 DUR 병용금기
닐로티닙,아수나프레비르,5,아수나프레비르의 농도 상승으로 인하여 심각하나 간 관련 이상반응의 발생 가능성을 증가시킬 수 있음,,,식약처 DUR 병용금기
아수나프레비르,옥스카르바제핀,5,아수나프레비르에 대한 바이러스 반응의 소실을 유발 가능,,,식약처 DUR 병용금기
아수나프레비르,페노바르비탈,5,아수나프레비르에 대한 바이러스 반응의 소실을 유발 가능,,,식약처 DUR 병용금기
아수나프레비르,페니토인,5,아수나프레비르에 대한 바이러스 반응의 소실을 유발 가능,,,식약처 DUR 병용금기
아수나프레비르,포사코나졸,5,아수나프레비르의 농도 상승으로 인하여 심각하나 간 관련 이상반응의 발생 가능성을 증가시킬 수 있음,,,식약처 DUR 병용금기
아수나프레비르,프리미돈,5,아수나프레비르에 대한 바이러스 반응의 소실을 유발 가능,,,식약처 DUR 병용금기
아수나프레비르,프로파페논,5,아수나프레비르 농도상승으로 인하여 심장 부정맥을 유발할 수 있음,,,식약처 DUR 병용금기
